id1,id2,plagio
2120328e.java,b790ef12.java,1
6e207cbf.java,e19376ca.java,0
9028caf7.java,a4e39423.java,0
80881cae.java,f8e7b886.java,0
43855bfe.java,ddcadc64.java,0
7279bcb3.java,cfba313d.java,1
a4e39423.java,ba8800f5.java,0
af2b138c.java,e45446bc.java,1
10bbe9de.java,48993e07.java,0
927384f2.java,d4779c71.java,0
aa8091b0.java,ac180326.java,0
692a4496.java,f7006f16.java,0
b9595381.java,c4ca2ff3.java,0
2ef4c176.java,fa1bf524.java,0
8703709f.java,f0801d53.java,0
56a90e79.java,b505f95e.java,0
0ea5a836.java,3c74c140.java,0
63118334.java,c392efe7.java,0
14b0fb8e.java,d221162a.java,1
ca8f11a4.java,e19376ca.java,0
d2eb953e.java,dcf09f37.java,0
a368f345.java,b434c275.java,0
1adac634.java,ee0bc145.java,0
73f57af1.java,ac8ef97c.java,0
0ee2f8f1.java,587307f2.java,1
5bf01190.java,79b9b897.java,0
5b9a0551.java,9debf95c.java,0
476e94d3.java,9310ad0c.java,0
2b2d3b84.java,9fd33d5a.java,0
26e699de.java,f229aa7f.java,0
169e34bf.java,d9199dfd.java,0
0ecf356d.java,71a4f6d2.java,1
1162c08f.java,6653a758.java,1
1410e423.java,e90a198b.java,0
f229aa7f.java,fcc7e8fa.java,0
127af3a7.java,99ccaa44.java,0
268eb6c6.java,3cf63146.java,0
3c74c140.java,732c98a0.java,1
4241f473.java,4685c420.java,0
522458fc.java,702694f5.java,0
ca8f11a4.java,e185bce5.java,0
0922b7e7.java,d1cd194e.java,0
201e3463.java,de599e42.java,1
624b8db5.java,eacc407e.java,0
929b98f0.java,bf85ab7b.java,0
856a8eda.java,c354b74f.java,0
55ab9b5d.java,c6113c06.java,1
35bb6075.java,ed728769.java,0
2c7a0000.java,bd50e3fe.java,1
ac2dfc53.java,c4187a0e.java,0
25597bcb.java,86232d21.java,0
086f0f90.java,4a570de6.java,0
1162c08f.java,eea69e7f.java,0
55ab9b5d.java,ae4d5b49.java,0
6e7cd58b.java,7279bcb3.java,1
3e1442a3.java,d0e27497.java,0
83b44c9c.java,e431de28.java,0
4552d8a0.java,d3a96420.java,0
1410e423.java,da5cf40b.java,0
3d06b643.java,cb87df79.java,1
034030f3.java,9e4ddc38.java,0
9291ca83.java,b185d034.java,1
1dab88fb.java,4138b081.java,0
80e6c4db.java,f22a4243.java,0
9291ca83.java,d61f51c5.java,0
1c90c367.java,f0801d53.java,1
018c15bd.java,378bb1ca.java,0
1ea771ea.java,2f8c3bf3.java,0
0951d079.java,71a4f6d2.java,1
1480a727.java,a7d1ce58.java,1
3bd7275e.java,8635bc10.java,0
0c9d4def.java,1a6f8b20.java,0
eea69e7f.java,f6ca6fc8.java,0
3088ca9c.java,f6ed6826.java,0
4d279121.java,a3e272af.java,0
9debf95c.java,ac596a43.java,1
343cc8e7.java,7f69a9e8.java,0
085ddefc.java,1500a4fa.java,0
bdfe8110.java,c57a973e.java,1
45f5632f.java,5dc1f7b3.java,0
3b5cec19.java,8f31b279.java,1
3380fa52.java,48993e07.java,1
22b41936.java,45f5632f.java,0
6b97058e.java,921b6e4a.java,1
4be01508.java,b7de5c19.java,0
161b4a40.java,da5cf40b.java,0
3dd65549.java,c1638a45.java,0
6e207cbf.java,76ad805a.java,0
3368f340.java,d8a171a3.java,0
464a03b8.java,c9159d9c.java,0
a8f7c8b7.java,c1638a45.java,0
1c90c367.java,e52863b8.java,0
018c9543.java,d1dbc56a.java,0
1be078c4.java,f339ef6f.java,0
120878da.java,ac180326.java,0
3f939694.java,54488276.java,0
49e94e7e.java,d7a8434f.java,0
ba468e1f.java,fb312dc6.java,0
953ac418.java,ba9b94f7.java,0
07038b12.java,a18cb2c1.java,0
69c97258.java,db01da00.java,0
ac121776.java,eb6cfca7.java,0
c48673a6.java,ebed1250.java,0
9756f13a.java,ea899386.java,0
d8a171a3.java,f229aa7f.java,0
03b3c5af.java,d74028ea.java,0
9069684f.java,fffc11ee.java,0
163d0dde.java,f87eb1b3.java,0
5766f176.java,e7a997b5.java,0
2120328e.java,6de04ee2.java,1
529d9642.java,8ad1ad84.java,0
3d06b643.java,930dd1f1.java,0
4138b081.java,f729338f.java,0
00f79486.java,fb312dc6.java,0
b434c275.java,fdc4f384.java,1
1dab88fb.java,f59d9b6e.java,1
1071f735.java,cd835290.java,1
83b44c9c.java,8d9871a9.java,0
40132ebc.java,d783d815.java,0
14b0fb8e.java,6490bbe8.java,0
a368f345.java,e5d02e93.java,0
08cf0478.java,0f14b12d.java,0
d2a4c1fb.java,dcdaf666.java,0
25597bcb.java,5fcbdd19.java,0
643e22cc.java,bd7281dc.java,0
63bfa731.java,7974ffba.java,1
04df7bb8.java,85125ecb.java,1
646b3abc.java,8261bd1c.java,0
05ca89ed.java,5b9a0551.java,0
01b911ac.java,a195911e.java,0
079ad09e.java,20012377.java,1
6653a758.java,6bcc5afd.java,1
11c2ab99.java,259c1ea4.java,0
0df4050e.java,6f02c6d9.java,1
d1cd194e.java,dbffab11.java,0
2b9dfed3.java,351c9206.java,1
169e34bf.java,609af028.java,0
1c4d348d.java,565f77b7.java,0
0922b7e7.java,c34bb733.java,0
2eb89317.java,d4a3869e.java,0
3a12e509.java,47310b0e.java,0
8f30bfc3.java,af1b152e.java,1
51cc7026.java,51d88c51.java,0
0f14b12d.java,7d12d33c.java,1
0c0af0ff.java,d6a8d884.java,0
80881cae.java,ad4c7a20.java,1
1ea771ea.java,ee270b2a.java,1
0df4050e.java,d9199dfd.java,1
42fe7dd0.java,c4ca2ff3.java,1
69b8ffb2.java,c9159d9c.java,0
baa8e497.java,cc9230d3.java,0
46e9aed4.java,ee4f7b06.java,0
3368f340.java,402aff07.java,0
0889dcfb.java,22138fad.java,0
35857a5a.java,ab7507bf.java,0
bdfe8110.java,e6a6e318.java,1
016510dc.java,f1540246.java,0
317a209c.java,548ffb07.java,1
2eb89317.java,fcc7e8fa.java,0
829d2024.java,9852706b.java,1
11373c16.java,7011024d.java,0
51d857bc.java,c392efe7.java,0
3cf63146.java,bdfe8110.java,0
29210e56.java,46e9aed4.java,0
5647d16e.java,ea09d197.java,0
90dc2b20.java,d8a171a3.java,0
1f748faf.java,851fafb6.java,0
e2fe9d7d.java,ece1820d.java,0
d12f26f0.java,df594a00.java,0
aa4b840f.java,e99c14b9.java,0
4548305b.java,be3b1289.java,1
98950986.java,b9595381.java,0
0d4d22e0.java,d20e861b.java,0
a4d6775d.java,eea69e7f.java,0
0588b869.java,69b2fd22.java,0
4e87c35b.java,f1f600d9.java,0
71c7ac71.java,8f778337.java,0
26e699de.java,3dd65549.java,0
307ef2cb.java,565f77b7.java,0
856a8eda.java,a3e272af.java,0
6815a099.java,f41057db.java,1
81a9086f.java,baebdc56.java,0
5e8d1aaa.java,c4d04ce7.java,1
8703709f.java,d2901569.java,0
5756162d.java,808f7516.java,0
6f037b1d.java,ef1117e3.java,0
93ee4612.java,da5cf40b.java,0
3a12e509.java,6de04ee2.java,0
0f3a2acf.java,dba80ad4.java,0
24afd00e.java,424c930b.java,0
7011024d.java,e6b7a899.java,0
d9199dfd.java,ff1fc018.java,0
49b94994.java,558df7d4.java,0
3c667d4f.java,be3b1289.java,1
734a94be.java,cb87df79.java,1
169e34bf.java,fae0662f.java,1
c73cd266.java,d2eb953e.java,0
df594a00.java,fcbe7917.java,0
3a12e509.java,c9159d9c.java,0
1adac634.java,a7e7f371.java,0
12c1cc56.java,7b71234c.java,1
fc7dfa16.java,fe94ee2f.java,1
169e34bf.java,69b8ffb2.java,0
21123500.java,fbd26aa0.java,1
49e94e7e.java,da5cf40b.java,0
8c591975.java,b6724dd9.java,0
42c7b9df.java,adbb2f71.java,0
47d54299.java,63bfa731.java,1
4a5b029f.java,fb05904c.java,0
4851a411.java,e201bc2e.java,0
39073790.java,d735b078.java,0
ca0c55ad.java,e14d1ba0.java,1
2bbf754b.java,69b8ffb2.java,0
7814575b.java,b55888de.java,0
3e28571b.java,77b5c134.java,0
40cc90ae.java,51151974.java,0
26ad111c.java,b0a01ee7.java,0
298ee961.java,392218ef.java,0
00af3420.java,86102d81.java,0
00db6701.java,0c1143f7.java,0
5289e80a.java,d82fa7e3.java,0
52cd85f2.java,ff34fab2.java,0
0d11fb94.java,8c79c384.java,0
cc9230d3.java,ec558d69.java,1
3850468c.java,403e3270.java,0
fadc1365.java,fdd85afb.java,0
66565156.java,6f393cfe.java,1
0b04b41e.java,fdd41565.java,0
4a1573d6.java,db8d728d.java,0
8d6f1bf5.java,e90a198b.java,0
3088ca9c.java,a2cf5634.java,0
51cc7026.java,e81b2d16.java,1
8a5fe3d9.java,ea899386.java,1
8a729537.java,abd16ff0.java,1
35f0c004.java,8d6f1bf5.java,0
31f29772.java,d04e5afb.java,0
ba468e1f.java,ff34fab2.java,0
8aadde13.java,fb20d298.java,1
54129ce9.java,607d5541.java,1
ba468e1f.java,d9199dfd.java,0
d5dc6626.java,f59d9b6e.java,0
67241a76.java,8a39dbf5.java,0
23cb8587.java,a5f41b95.java,0
07043d35.java,97a7fab5.java,0
73f57af1.java,9a20c823.java,0
778c91af.java,9399204d.java,0
29210e56.java,4323e2bd.java,0
1dab88fb.java,b7de5c19.java,0
5d175166.java,d1391025.java,0
0ecf356d.java,b2bae06a.java,0
81fb6415.java,b3d4c5ca.java,0
2e404969.java,bc46480a.java,0
4f7af821.java,f870e76b.java,0
45f46b14.java,7b162d33.java,1
2915ac5b.java,9b8c6bd7.java,1
b55888de.java,d3a0b8d2.java,0
548ffb07.java,921b6e4a.java,1
4201fdf7.java,93322168.java,0
1dab88fb.java,9c55bc1b.java,0
6f393cfe.java,d3a0b8d2.java,0
49b94994.java,f0d91796.java,0
1162c08f.java,f6ca6fc8.java,1
3afcc566.java,fcc7e8fa.java,0
b56ebada.java,b95a75a7.java,0
8782922d.java,f5f97f19.java,0
20166f71.java,a98d56f9.java,0
7bcacc97.java,e431de28.java,0
161b4a40.java,49e94e7e.java,0
28c2d81a.java,8f6421f3.java,1
2bbf754b.java,d9199dfd.java,0
4eac0eea.java,f4d6d28d.java,1
5c54f087.java,c6c7fa0c.java,0
5af25bd7.java,77ec956f.java,1
680ba922.java,90dc2b20.java,0
1eda0725.java,80881cae.java,0
53d782a0.java,5769b7b3.java,1
46bde295.java,8a858867.java,1
3380fa52.java,8a39dbf5.java,0
505f8562.java,ed37ba7d.java,0
2c865582.java,2ef4c176.java,0
7c11511f.java,f3d7ce08.java,0
d221162a.java,ee4f7b06.java,0
0951d079.java,b2bae06a.java,0
08cf0478.java,9291ca83.java,1
9f354c5c.java,a6532df9.java,0
a3e272af.java,d1cd194e.java,0
6255ee79.java,ac8ef97c.java,0
b434c275.java,f8c99dd0.java,0
b728ba1d.java,d04e5afb.java,1
4ea10951.java,7c11511f.java,0
43b85d63.java,a37923d1.java,0
0c00d532.java,521c5645.java,0
597195ee.java,5f3a196a.java,1
29bbcd8b.java,d4779c71.java,0
c34bb733.java,ea899386.java,0
3ff25f43.java,a195911e.java,0
4138b081.java,f59d9b6e.java,0
8be61667.java,ca3128ab.java,0
372a4f50.java,e435b1ac.java,0
680ba922.java,6d7d5dd7.java,0
873828f7.java,ac8acb97.java,1
884f5678.java,9862c742.java,0
4f7af821.java,8f6421f3.java,1
3b10bd6d.java,f2cf6a74.java,0
69b8ffb2.java,ba468e1f.java,0
22dff786.java,624529e3.java,0
2722ef48.java,e9144440.java,0
3b498a39.java,e6b7a899.java,0
4548305b.java,c0aa6246.java,0
4e28b45e.java,fc1771af.java,0
a101df86.java,dffa45ac.java,1
04df7bb8.java,aaccc000.java,1
141effef.java,9cea10af.java,0
bf0df1d5.java,d1cd194e.java,0
74f4382e.java,bd584714.java,0
0e87b87f.java,6369a7a2.java,0
3e93b259.java,a60fba84.java,1
04a706b1.java,5b7127bf.java,0
141effef.java,6653a758.java,0
2a35cd81.java,464ad4dd.java,0
0b04b41e.java,9291ca83.java,1
9261620f.java,f0881ab5.java,1
c4ca2ff3.java,d83f74f7.java,0
71c7ac71.java,bdfe8110.java,0
4e9c4bf9.java,f9e08a46.java,0
29cf2e70.java,72d9eb5b.java,1
12c1cc56.java,c06c758d.java,1
90f01508.java,e00b1794.java,0
d9199dfd.java,fb312dc6.java,1
a7063d01.java,ac4d0fc5.java,0
584b0e9e.java,c9159d9c.java,0
2bda1866.java,e4ab72e5.java,0
585af783.java,f7a0ea6d.java,0
b8b08542.java,d783d815.java,1
3a12e509.java,e812ee0b.java,0
0f09b843.java,45e41c6d.java,0
49e94e7e.java,fcc7e8fa.java,0
a7e7f371.java,f8e7b886.java,0
e1c4f3db.java,e81b2d16.java,1
11c2ab99.java,fadc1365.java,1
5af25bd7.java,fa1bf524.java,0
cdb801a1.java,dcdaf666.java,0
4303de0d.java,c9a316ca.java,0
6c4ac8d3.java,829d2024.java,1
29cb9b0e.java,c77654b8.java,0
5449d33c.java,dff5ff0a.java,0
abd16ff0.java,db1ef8b3.java,0
4da08761.java,a5d5a95f.java,0
18d20d2e.java,d8a171a3.java,0
1c8bb204.java,7d7cf9a7.java,0
4552d8a0.java,ec4c7e8e.java,0
5dbd0a07.java,bdc08e6f.java,1
67996c4c.java,9028caf7.java,0
7d9b95c0.java,9d33ca79.java,0
40cc90ae.java,9399204d.java,0
49b94994.java,d8654140.java,0
7011024d.java,eea69e7f.java,0
169e34bf.java,ba468e1f.java,0
0048a372.java,0adb1ee5.java,0
3e93b259.java,e431de28.java,0
8639f6c6.java,e18ae6a1.java,0
ccc8ef27.java,f7a0ea6d.java,0
3ef54b1a.java,bac616ee.java,0
1f257299.java,76b978c2.java,0
ad2a1ae2.java,bc46480a.java,0
bdfe8110.java,fadc1365.java,1
ec607ca1.java,ed37ba7d.java,0
8a39dbf5.java,ff3283cf.java,1
10584086.java,f229aa7f.java,0
1a400c1b.java,b505f95e.java,0
464ad4dd.java,9291ca83.java,0
402aff07.java,f229aa7f.java,0
4e28b45e.java,d7a8434f.java,1
34b9ed7f.java,8311f375.java,1
624b8db5.java,90f01508.java,0
d6bbd286.java,fabb36ff.java,0
99afdfb3.java,e152c1ff.java,1
5a74241a.java,6490bbe8.java,0
6de04ee2.java,d9199dfd.java,0
90d0ffd0.java,b21c7532.java,0
ca3128ab.java,e270e909.java,0
1013b392.java,5a340556.java,1
ae716b8f.java,f1a42a42.java,0
808f7516.java,9ebe348d.java,0
28c2d81a.java,48c5f745.java,1
3b498a39.java,ae775964.java,0
8e990c75.java,96b3758b.java,0
54d7c21e.java,a7e7f371.java,1
8c011cb9.java,e0f6aad6.java,0
1ea771ea.java,b9219544.java,0
5f3a196a.java,d76e3b9d.java,0
565f77b7.java,856a8eda.java,0
2470b521.java,2da4b3fe.java,0
a101df86.java,f0d91796.java,0
48993e07.java,96cd6ee9.java,1
69b2fd22.java,d221162a.java,0
6f393cfe.java,7a9c69d8.java,1
317a209c.java,3e6def38.java,1
1be078c4.java,7ae0cb0d.java,0
26e699de.java,76ad805a.java,0
51e5a1a5.java,960a4c0f.java,0
99ccaa44.java,e7a997b5.java,0
5af25bd7.java,cbbbed5f.java,0
72d9eb5b.java,884f5678.java,0
a8f7c8b7.java,f229aa7f.java,0
09586ae3.java,88c90c09.java,0
8a041ef5.java,bdf7bfb2.java,0
a4ec80a0.java,d314aa92.java,0
54d7c21e.java,80881cae.java,1
2a35cd81.java,97a7fab5.java,0
11373c16.java,d8e4eb5e.java,0
11d91f31.java,4323e2bd.java,0
7c220622.java,a06631ff.java,0
cc669e02.java,d88fa51c.java,0
c9159d9c.java,d3a96420.java,0
2f8c3bf3.java,3c667d4f.java,0
a7894e0b.java,fadc1365.java,1
69b2fd22.java,764484c3.java,0
69b2fd22.java,7bc92b7f.java,0
3b498a39.java,69b2fd22.java,0
38b356b7.java,c77654b8.java,0
1500a4fa.java,d7a8434f.java,0
8f31b279.java,a3e272af.java,0
45561f1f.java,cc9230d3.java,0
94b3b86d.java,efe594c3.java,0
829d2024.java,8a20e743.java,1
3cb8c2b7.java,ec8566b8.java,0
1b372750.java,fdd41565.java,1
45e38fad.java,5be7547e.java,0
4212c4b9.java,829d2024.java,1
584b0e9e.java,d9199dfd.java,1
8d9871a9.java,eb6cfca7.java,0
169e34bf.java,2bbf754b.java,0
4da08761.java,d6fb3b9e.java,0
04ed33a5.java,7ea34254.java,0
80c384e4.java,967b67b0.java,1
68d422ec.java,d77f722c.java,0
1162c08f.java,6bcc5afd.java,1
065e0cbd.java,9b449b4f.java,0
764484c3.java,9028caf7.java,0
5ee4d2f9.java,b38468e8.java,0
ac180326.java,b728ba1d.java,0
7686c854.java,abd16ff0.java,1
29cb9b0e.java,d3da65ff.java,1
45b19e51.java,f9adc043.java,0
3cbcb1cc.java,6045e5d1.java,1
312d9460.java,e7024f3e.java,0
46e9aed4.java,8ddb5587.java,0
4da08761.java,c4ca2ff3.java,1
530f01c2.java,f41057db.java,1
ac180326.java,d1cd194e.java,0
8d9871a9.java,e431de28.java,1
2c7a0000.java,69b2fd22.java,0
b7de5c19.java,c022c315.java,0
317a209c.java,9ab3c0e1.java,1
810cf242.java,968c1e7e.java,0
9fc811f7.java,cff39394.java,1
0588b869.java,11373c16.java,0
608ee4fb.java,be7b6026.java,0
7f42483d.java,c9a316ca.java,0
810fd282.java,ec558d69.java,1
41e69083.java,54eb1a6b.java,1
a3ebea91.java,f80f6d8d.java,1
77d22fc3.java,d3528b2a.java,1
ac180326.java,b1e9f1f6.java,0
464a03b8.java,f0ede32a.java,1
3e8ff074.java,d9199dfd.java,0
2a655afe.java,692a4496.java,1
1eda0725.java,d2901569.java,0
8f6421f3.java,ea2fc2bc.java,1
6b83b22e.java,c59194c7.java,0
22b41936.java,29210e56.java,0
ccc8ef27.java,d6fb3b9e.java,1
392218ef.java,f0ede32a.java,0
2fdcf0ad.java,d20e861b.java,0
1230c43e.java,2bbf754b.java,0
2b2d3b84.java,aaccc000.java,1
3380fa52.java,f28b8cb4.java,1
2c7a0000.java,f4f1b18f.java,1
2d1553b5.java,656d0f78.java,1
04df7bb8.java,ee270b2a.java,1
0c9d4def.java,ef1d196b.java,0
6d55e68b.java,d8a171a3.java,0
4a570de6.java,4d279121.java,0
90f01508.java,ec8566b8.java,0
0b04b41e.java,4da08761.java,0
29d865c3.java,5cfa2861.java,0
6018974f.java,bdf7bfb2.java,0
31cdf5fe.java,80cc284c.java,0
76ad805a.java,f229aa7f.java,0
548ffb07.java,e7dce35b.java,1
e6a6e318.java,fadc1365.java,1
2b8f032c.java,a195911e.java,0
bdf7bfb2.java,d92c5342.java,0
3a12e509.java,fae0662f.java,0
4499e3b9.java,cbbbed5f.java,0
2560850b.java,76791c9f.java,0
722e318f.java,b790ef12.java,1
317baeaf.java,e17c5159.java,0
2bbc6c80.java,4e58558c.java,1
4b398e3e.java,94690b36.java,1
2da4b3fe.java,f4b87cc2.java,0
0c9d4def.java,f665e87b.java,0
9c55bc1b.java,c9da41af.java,0
175201f9.java,9399204d.java,0
a6520606.java,fb05904c.java,0
07749c65.java,2bbf754b.java,0
72d9eb5b.java,af0deeab.java,0
734a94be.java,f6ca6fc8.java,1
5db541bd.java,5e3089fa.java,0
6e207cbf.java,dc281165.java,0
b7de5c19.java,bac616ee.java,0
3d88acb8.java,8aadde13.java,1
a3e272af.java,f7fc2e94.java,0
5f3a2a70.java,e7a997b5.java,0
00af3420.java,f4d6d28d.java,0
5288afb7.java,df594a00.java,0
089b7f00.java,fb20d298.java,1
29210e56.java,c4cdd3af.java,0
2120328e.java,464a03b8.java,1
6f02c6d9.java,d3a96420.java,0
ac144188.java,e899614e.java,1
0017d438.java,ac180326.java,0
34cd5b66.java,d6af96bd.java,0
2bbf754b.java,9862c742.java,0
54488276.java,f4757480.java,0
11373c16.java,69b2fd22.java,0
b9595381.java,d6fb3b9e.java,1
9be0602e.java,c4ca2ff3.java,0
1c8bb204.java,4b7646f4.java,1
00af3420.java,d92c5342.java,0
23594fdf.java,b185d034.java,0
1d43139f.java,fdd41565.java,0
0cedec8a.java,ac8acb97.java,1
9f354c5c.java,cb032314.java,0
d23b398c.java,e14d1ba0.java,1
4241f473.java,77448a05.java,1
565f77b7.java,e8006510.java,0
10013f73.java,a8f7c8b7.java,0
60557643.java,948e98b6.java,0
51151974.java,c23278ec.java,0
00c0b82a.java,1ea771ea.java,0
c9159d9c.java,f0ede32a.java,0
9399204d.java,b434c275.java,1
0e68e463.java,d9199dfd.java,0
08b9908d.java,f5fb1b62.java,0
04df7bb8.java,1ea771ea.java,1
01c915a2.java,4e5ee0f7.java,0
80407703.java,99e059b8.java,0
45e38fad.java,ec8566b8.java,0
6db218a2.java,8ad1ad84.java,0
43ca682a.java,baebdc56.java,1
13860c31.java,870e16d9.java,0
1097b326.java,f1f600d9.java,0
b185d034.java,ccc8ef27.java,0
04ed33a5.java,0c173033.java,1
15941165.java,3b10bd6d.java,0
3a12e509.java,52cd85f2.java,0
c9da41af.java,f59d9b6e.java,1
313b42e6.java,e45446bc.java,0
4da08761.java,6f393cfe.java,0
ac7187d8.java,b7a6c59c.java,0
0ea5a836.java,732c98a0.java,0
6f393cfe.java,f38ae053.java,0
624b8db5.java,e9986d44.java,0
27ec4acc.java,ddcadc64.java,0
b7de5c19.java,ee65f7f5.java,0
ee270b2a.java,fc80cbe0.java,0
13441e8f.java,2ebeae13.java,0
2063ba3e.java,2ba7edb6.java,0
6e637812.java,aa8091b0.java,0
8532d5ed.java,b9595381.java,0
339fdc7f.java,6be4dcef.java,0
3368f340.java,a8f7c8b7.java,1
1230c43e.java,ce0b2178.java,0
17e67976.java,656b62de.java,0
722e318f.java,d9199dfd.java,0
31cdf5fe.java,f0801d53.java,0
0c9d4def.java,d3415fc5.java,0
51019113.java,bf85ab7b.java,0
7de69858.java,b76bce8a.java,0
c287ea9d.java,d2901569.java,0
ae4d5b49.java,f665e87b.java,0
3e191f3b.java,595f5d6c.java,0
1adac634.java,ad4c7a20.java,0
63bfa731.java,949502c2.java,1
3951966f.java,9bc690ef.java,0
5b9a0551.java,db1ef8b3.java,0
1ea771ea.java,3c667d4f.java,0
1162c08f.java,734a94be.java,1
a4c98ae1.java,ee4f7b06.java,1
bd3051e3.java,e2e37533.java,1
853acff9.java,929b98f0.java,0
53196443.java,e496d229.java,1
1f27b677.java,81fb6415.java,0
0ee2f8f1.java,c2b7b017.java,1
c57997b6.java,ff10b574.java,0
0f6ca337.java,6843cc19.java,1
29cf2e70.java,2f4509a0.java,1
35bb6075.java,76a69f5c.java,0
26e699de.java,402aff07.java,0
69b2fd22.java,e6b7a899.java,0
28820c82.java,8637bb90.java,0
aa266c38.java,b5fbe7a2.java,1
3e93b259.java,9d753699.java,0
72d4d693.java,ad2a1ae2.java,0
aa8091b0.java,eec856c0.java,1
0e68e463.java,2120328e.java,0
